Cost,Min Cost,Moves,Temperature,Time,Accepted,Sequence
31,31,0,270.0,599935,0,"[0, 1, 2, 3, 6, 5, 4, 7, 8, 9]"

26,16,100000,270.0,599569,39087,"[1, 3, 9, 0, 8, 6, 2, 5, 7, 4]"

35,16,200000,269.73,599325,38950,"[9, 5, 4, 8, 0, 7, 6, 1, 2, 3]"

27,16,300000,269.46027000000004,599141,39030,"[4, 7, 2, 3, 0, 6, 8, 5, 1, 9]"

38,16,400000,269.19080973,598952,38935,"[0, 8, 3, 9, 2, 6, 4, 1, 5, 7]"

28,16,500000,268.92161892027,598776,39069,"[2, 5, 1, 0, 4, 6, 7, 9, 3, 8]"

35,16,600000,268.65269730134975,598609,38973,"[4, 6, 3, 8, 5, 0, 1, 7, 2, 9]"

33,16,700000,268.38404460404837,598441,38840,"[8, 2, 4, 5, 6, 1, 0, 3, 7, 9]"

31,16,800000,268.11566055944434,598275,38895,"[6, 2, 7, 8, 0, 3, 1, 4, 5, 9]"

34,16,900000,267.8475448988849,598110,38904,"[1, 8, 9, 7, 5, 3, 6, 0, 2, 4]"

31,16,1000000,267.57969735398603,597946,38886,"[0, 2, 1, 7, 5, 8, 3, 4, 9, 6]"

31,16,1100000,267.31211765663204,597785,39022,"[8, 6, 1, 3, 9, 5, 7, 4, 0, 2]"

28,16,1200000,267.0448055389754,597624,38958,"[3, 8, 0, 4, 6, 9, 1, 5, 2, 7]"

36,16,1300000,266.7777607334364,597451,38926,"[4, 5, 3, 9, 8, 0, 6, 1, 2, 7]"

35,16,1400000,266.510982972703,597291,39238,"[1, 7, 5, 0, 8, 4, 6, 9, 2, 3]"

32,16,1500000,266.2444719897303,597115,38895,"[6, 9, 2, 1, 0, 4, 3, 5, 8, 7]"

31,16,1600000,265.97822751774055,596952,38913,"[1, 2, 8, 9, 4, 5, 3, 0, 7, 6]"

30,16,1700000,265.7122492902228,596789,38980,"[2, 4, 6, 1, 9, 5, 3, 0, 8, 7]"

34,16,1800000,265.4465370409326,596629,39010,"[8, 7, 1, 0, 5, 3, 2, 9, 6, 4]"

40,16,1900000,265.18109050389165,596470,39006,"[4, 7, 1, 5, 3, 8, 2, 9, 6, 0]"

28,16,2000000,264.91590941338774,596312,38901,"[5, 3, 6, 0, 8, 1, 2, 9, 7, 4]"

30,16,2100000,264.65099350397435,596155,38949,"[0, 2, 1, 6, 3, 7, 9, 4, 5, 8]"

36,16,2200000,264.3863425104704,595998,39102,"[5, 4, 6, 0, 9, 2, 3, 8, 1, 7]"

33,16,2300000,264.1219561679599,595817,38776,"[5, 1, 9, 3, 2, 4, 8, 0, 7, 6]"

30,16,2400000,263.85783421179195,595658,38954,"[6, 9, 0, 8, 2, 5, 4, 1, 3, 7]"

32,16,2500000,263.59397637758013,595500,38905,"[3, 6, 8, 4, 5, 1, 2, 9, 7, 0]"

31,16,2600000,263.33038240120254,595341,39145,"[0, 5, 6, 9, 8, 7, 4, 3, 1, 2]"

31,16,2700000,263.06705201880135,595189,39068,"[4, 7, 2, 9, 0, 6, 8, 1, 3, 5]"

33,16,2800000,262.80398496678254,595031,39054,"[4, 9, 1, 8, 5, 7, 2, 0, 6, 3]"

33,16,2900000,262.5411809818157,594875,39002,"[1, 8, 9, 6, 3, 7, 2, 4, 0, 5]"

33,16,3000000,262.2786398008339,594717,39065,"[6, 2, 4, 8, 9, 7, 1, 0, 3, 5]"

29,16,3100000,262.01636116103305,594563,39024,"[5, 1, 6, 2, 0, 8, 9, 7, 4, 3]"

26,16,3200000,261.754344799872,594404,38953,"[5, 3, 0, 8, 2, 1, 7, 6, 9, 4]"

30,16,3300000,261.4925904550721,594247,38990,"[7, 8, 4, 3, 6, 5, 2, 1, 9, 0]"

29,16,3400000,261.231097864617,594091,39084,"[2, 7, 9, 4, 3, 0, 6, 1, 8, 5]"

34,16,3500000,260.96986676675243,593934,38876,"[9, 8, 7, 0, 6, 3, 2, 5, 1, 4]"

37,16,3600000,260.7088968999857,593776,38903,"[0, 1, 6, 7, 5, 9, 2, 8, 4, 3]"

31,16,3700000,260.4481880030857,593621,39165,"[9, 0, 2, 8, 4, 5, 7, 3, 1, 6]"

32,16,3800000,260.18773981508264,593465,39004,"[5, 3, 9, 2, 6, 1, 4, 7, 0, 8]"

33,16,3900000,259.92755207526756,593304,39026,"[2, 5, 3, 1, 0, 6, 8, 7, 4, 9]"

35,16,4000000,259.6676245231923,593144,38969,"[3, 1, 7, 4, 9, 2, 8, 6, 0, 5]"

33,16,4100000,259.40795689866906,592990,39147,"[1, 8, 7, 4, 5, 9, 0, 3, 6, 2]"

26,16,4200000,259.1485489417704,592830,38902,"[1, 3, 9, 8, 2, 0, 6, 5, 7, 4]"

34,16,4300000,258.88940039282863,592676,38887,"[1, 2, 6, 0, 9, 5, 4, 3, 7, 8]"

33,16,4400000,258.6305109924358,592518,38945,"[7, 6, 3, 8, 9, 1, 4, 5, 0, 2]"

31,16,4500000,258.3718804814434,592361,38945,"[8, 0, 2, 3, 9, 4, 5, 6, 7, 1]"

32,16,4600000,258.11350860096195,592198,39055,"[8, 4, 1, 9, 0, 6, 5, 3, 2, 7]"

30,16,4700000,257.855395092361,592043,39012,"[5, 1, 9, 8, 0, 6, 2, 3, 7, 4]"

37,16,4800000,257.59753969726864,591886,38995,"[9, 2, 0, 5, 7, 1, 4, 3, 8, 6]"

33,16,4900000,257.3399421575714,591713,38918,"[1, 7, 4, 5, 0, 8, 3, 2, 6, 9]"

36,16,5000000,257.08260221541383,591527,39081,"[5, 1, 4, 9, 3, 6, 8, 7, 2, 0]"

20,16,5100000,256.8255196131984,591355,39000,"[9, 3, 7, 4, 8, 6, 2, 5, 1, 0]"

35,16,5200000,256.56869409358524,591158,38893,"[6, 7, 0, 2, 9, 1, 5, 4, 8, 3]"

37,16,5300000,256.31212539949166,590985,38858,"[8, 7, 3, 9, 5, 4, 6, 0, 1, 2]"

34,16,5400000,256.05581327409215,590812,38833,"[5, 9, 6, 4, 3, 2, 7, 0, 1, 8]"

35,16,5500000,255.79975746081806,590647,38989,"[3, 7, 5, 9, 4, 1, 2, 8, 0, 6]"

27,16,5600000,255.54395770335725,590483,39062,"[2, 5, 7, 8, 0, 9, 3, 1, 4, 6]"

29,16,5700000,255.28841374565388,590318,38874,"[5, 8, 6, 7, 2, 4, 0, 3, 9, 1]"

37,16,5800000,255.03312533190822,590155,38980,"[1, 2, 5, 4, 8, 6, 3, 7, 0, 9]"

35,16,5900000,254.7780922065763,589988,39109,"[0, 5, 3, 2, 8, 7, 1, 4, 6, 9]"

35,16,6000000,254.52331411436973,589821,38871,"[2, 0, 6, 4, 7, 3, 1, 5, 8, 9]"

32,16,6100000,254.26879080025535,589654,38870,"[2, 3, 9, 7, 5, 8, 1, 6, 4, 0]"

30,16,6200000,254.01452200945508,589490,38856,"[8, 5, 9, 3, 1, 0, 4, 6, 2, 7]"

25,16,6300000,253.76050748744564,589329,38985,"[8, 0, 3, 9, 2, 1, 5, 7, 4, 6]"

27,16,6400000,253.5067469799582,589156,38932,"[3, 9, 0, 8, 5, 4, 7, 6, 1, 2]"

31,16,6500000,253.25324023297824,588993,39024,"[8, 6, 5, 9, 3, 2, 0, 7, 4, 1]"

29,16,6600000,252.99998699274528,588815,38950,"[1, 6, 5, 9, 2, 0, 3, 7, 8, 4]"

31,16,6700000,252.74698700575254,588620,38856,"[8, 4, 5, 9, 6, 2, 7, 3, 0, 1]"

28,16,6800000,252.49424001874678,588441,38999,"[5, 6, 2, 0, 3, 4, 9, 8, 1, 7]"

41,16,6900000,252.24174577872805,588258,39012,"[0, 6, 9, 2, 7, 8, 1, 4, 5, 3]"

31,16,7000000,251.98950403294933,588080,39132,"[6, 0, 1, 9, 8, 3, 7, 4, 5, 2]"

40,16,7100000,251.73751452891636,587923,38887,"[3, 8, 6, 0, 7, 1, 5, 9, 2, 4]"

34,16,7200000,251.48577701438745,587755,38876,"[7, 9, 5, 0, 2, 6, 1, 3, 8, 4]"

30,16,7300000,251.23429123737307,587590,39074,"[2, 1, 8, 5, 9, 0, 4, 6, 3, 7]"

32,16,7400000,250.9830569461357,587422,39170,"[6, 1, 5, 7, 9, 3, 8, 0, 2, 4]"

33,16,7500000,250.73207388918956,587253,38917,"[3, 6, 1, 0, 2, 4, 7, 5, 8, 9]"

33,16,7600000,250.48134181530037,587088,39079,"[7, 5, 4, 8, 0, 6, 2, 1, 3, 9]"

28,16,7700000,250.23086047348508,586926,38860,"[5, 8, 6, 0, 2, 7, 1, 9, 3, 4]"

34,16,7800000,249.9806296130116,586762,38942,"[4, 3, 5, 1, 0, 8, 2, 9, 6, 7]"

33,16,7900000,249.73064898339857,586603,38906,"[1, 4, 3, 9, 0, 6, 8, 7, 2, 5]"

33,16,8000000,249.48091833441518,586444,38884,"[3, 6, 8, 9, 0, 1, 4, 2, 7, 5]"

33,16,8100000,249.23143741608075,586282,38812,"[3, 0, 2, 7, 1, 9, 4, 8, 5, 6]"

39,16,8200000,248.98220597866467,586118,38906,"[3, 6, 9, 8, 5, 7, 0, 2, 4, 1]"

30,16,8300000,248.733223772686,585951,39050,"[3, 8, 0, 2, 6, 1, 9, 4, 5, 7]"

27,16,8400000,248.4844905489133,585779,38865,"[9, 1, 2, 5, 6, 3, 0, 7, 8, 4]"

34,16,8500000,248.23600605836438,585594,38977,"[6, 2, 9, 1, 0, 4, 5, 3, 7, 8]"

30,16,8600000,247.98777005230602,585425,38933,"[2, 5, 8, 9, 0, 3, 7, 1, 6, 4]"

38,16,8700000,247.7397822822537,585250,38989,"[5, 4, 1, 9, 0, 2, 7, 6, 3, 8]"

28,16,8800000,247.49204249997146,585083,39100,"[7, 9, 2, 6, 1, 3, 5, 8, 0, 4]"

33,16,8900000,247.2445504574715,584921,38917,"[4, 6, 8, 3, 0, 5, 2, 9, 7, 1]"

37,16,9000000,246.997305907014,584759,38785,"[2, 3, 5, 4, 0, 8, 1, 7, 6, 9]"

34,16,9100000,246.750308601107,584595,38985,"[0, 7, 9, 8, 1, 3, 6, 2, 5, 4]"

35,16,9200000,246.50355829250591,584427,39022,"[7, 5, 2, 8, 3, 1, 9, 4, 0, 6]"

31,16,9300000,246.2570547342134,584265,38738,"[8, 3, 9, 4, 7, 1, 0, 6, 5, 2]"

42,16,9400000,246.0107976794792,584105,38975,"[3, 6, 9, 2, 4, 1, 5, 0, 7, 8]"

37,16,9500000,245.76478688179972,583951,38767,"[8, 7, 1, 9, 0, 5, 3, 4, 2, 6]"

41,16,9600000,245.51902209491791,583791,38773,"[7, 9, 5, 0, 1, 4, 8, 2, 6, 3]"

33,16,9700000,245.273503072823,583635,38964,"[9, 8, 1, 0, 3, 2, 7, 5, 4, 6]"

39,16,9800000,245.02822956975018,583477,38968,"[9, 2, 4, 0, 5, 7, 8, 1, 6, 3]"

31,16,9900000,244.78320134018043,583320,38984,"[5, 8, 0, 7, 3, 9, 2, 4, 1, 6]"

31,16,10000000,244.53841813884026,583151,39003,"[2, 6, 0, 4, 7, 8, 5, 9, 1, 3]"

27,16,10100000,244.29387972070143,582985,39138,"[9, 7, 6, 4, 8, 5, 1, 2, 0, 3]"

27,16,10200000,244.0495858409807,582809,39002,"[9, 3, 7, 0, 5, 8, 6, 4, 2, 1]"

28,16,10300000,243.80553625513974,582644,39030,"[6, 0, 3, 9, 8, 4, 5, 2, 1, 7]"

30,16,10400000,243.5617307188846,582479,38734,"[8, 1, 9, 0, 6, 5, 4, 2, 3, 7]"

28,16,10500000,243.31816898816572,582323,38980,"[8, 1, 9, 2, 6, 0, 3, 5, 7, 4]"

26,16,10600000,243.07485081917756,582162,39008,"[6, 7, 4, 5, 9, 2, 0, 3, 1, 8]"

32,16,10700000,242.8317759683584,582006,39019,"[2, 8, 1, 6, 5, 9, 7, 0, 3, 4]"

33,16,10800000,242.58894419239002,581846,39050,"[8, 6, 5, 3, 7, 1, 4, 0, 2, 9]"

33,16,10900000,242.34635524819763,581689,38789,"[9, 1, 4, 2, 6, 8, 5, 0, 7, 3]"

32,16,11000000,242.10400889294942,581533,38979,"[1, 5, 0, 7, 4, 6, 3, 9, 2, 8]"

34,16,11100000,241.8619048840565,581375,39034,"[2, 3, 6, 4, 8, 5, 9, 7, 1, 0]"

35,16,11200000,241.62004297917244,581217,38838,"[4, 0, 9, 6, 1, 8, 2, 5, 7, 3]"

36,16,11300000,241.37842293619326,581059,38875,"[3, 1, 8, 6, 0, 4, 5, 2, 9, 7]"

38,16,11400000,241.13704451325708,580901,38782,"[1, 8, 3, 2, 7, 6, 0, 5, 9, 4]"

32,16,11500000,240.89590746874381,580744,38981,"[0, 2, 1, 6, 3, 4, 5, 8, 9, 7]"

31,16,11600000,240.65501156127507,580588,38824,"[8, 2, 5, 7, 0, 4, 6, 9, 1, 3]"

31,16,11700000,240.4143565497138,580432,38921,"[4, 8, 9, 5, 6, 2, 7, 3, 0, 1]"

30,16,11800000,240.1739421931641,580273,38833,"[8, 1, 7, 6, 5, 0, 2, 3, 9, 4]"

36,16,11900000,239.93376825097093,580117,38923,"[5, 0, 7, 6, 1, 2, 8, 3, 9, 4]"

31,16,12000000,239.69383448271995,579956,39083,"[2, 4, 3, 7, 9, 1, 0, 6, 8, 5]"

35,16,12100000,239.45414064823723,579799,39031,"[0, 4, 5, 2, 1, 8, 7, 9, 3, 6]"

38,16,12200000,239.214686507589,579642,38814,"[4, 6, 0, 5, 9, 3, 1, 2, 7, 8]"

30,16,12300000,238.9754718210814,579488,39049,"[5, 2, 8, 7, 9, 0, 1, 3, 6, 4]"

33,16,12400000,238.73649634926034,579327,38890,"[2, 0, 5, 3, 4, 6, 8, 7, 1, 9]"

30,16,12500000,238.4977598529111,579169,38845,"[9, 6, 4, 8, 2, 0, 5, 3, 1, 7]"

39,16,12600000,238.25926209305817,579013,38947,"[8, 3, 5, 7, 6, 2, 4, 0, 9, 1]"

34,16,12700000,238.0210028309651,578854,38985,"[4, 2, 6, 1, 7, 5, 0, 9, 3, 8]"

31,16,12800000,237.78298182813413,578695,38941,"[0, 8, 9, 7, 4, 2, 6, 5, 1, 3]"

34,16,12900000,237.545198846306,578537,38951,"[2, 6, 3, 1, 8, 7, 9, 0, 5, 4]"

29,16,13000000,237.3076536474597,578378,38878,"[8, 0, 2, 6, 5, 9, 3, 7, 4, 1]"

33,16,13100000,237.07034599381223,578221,38997,"[5, 4, 8, 1, 3, 2, 0, 9, 7, 6]"

29,16,13200000,236.83327564781843,578065,38896,"[8, 3, 4, 2, 6, 7, 9, 0, 1, 5]"

41,16,13300000,236.5964423721706,577906,39005,"[7, 1, 0, 4, 6, 9, 2, 8, 3, 5]"

31,16,13400000,236.35984592979844,577742,39099,"[6, 2, 4, 9, 8, 7, 5, 3, 0, 1]"

37,16,13500000,236.12348608386864,577589,38820,"[9, 7, 6, 1, 0, 5, 3, 4, 8, 2]"

31,16,13600000,235.88736259778477,577431,38956,"[7, 4, 6, 3, 5, 0, 1, 9, 8, 2]"

31,16,13700000,235.65147523518698,577277,38819,"[4, 7, 8, 1, 2, 5, 0, 6, 3, 9]"

38,16,13800000,235.4158237599518,577120,38997,"[2, 7, 1, 4, 3, 5, 6, 9, 8, 0]"

35,16,13900000,235.18040793619184,576966,39083,"[7, 9, 4, 5, 2, 3, 1, 0, 8, 6]"

30,16,14000000,234.94522752825566,576806,38998,"[1, 6, 5, 0, 3, 8, 2, 4, 7, 9]"

33,16,14100000,234.7102823007274,576613,38992,"[7, 9, 8, 5, 1, 0, 3, 2, 4, 6]"

31,16,14200000,234.47557201842667,576445,38906,"[1, 6, 5, 0, 2, 8, 3, 7, 9, 4]"

39,16,14300000,234.24109644640825,576259,38831,"[1, 8, 9, 3, 2, 7, 5, 4, 0, 6]"

29,16,14400000,234.00685534996185,576079,38878,"[1, 3, 4, 6, 7, 2, 0, 5, 8, 9]"

39,16,14500000,233.77284849461188,575906,38990,"[2, 4, 3, 5, 7, 6, 0, 8, 1, 9]"

31,16,14600000,233.53907564611725,575741,38891,"[8, 6, 7, 0, 3, 9, 1, 4, 2, 5]"

32,16,14700000,233.30553657047113,575581,38987,"[4, 7, 3, 5, 1, 6, 9, 2, 0, 8]"

32,16,14800000,233.07223103390066,575419,39022,"[4, 2, 3, 7, 8, 5, 6, 9, 1, 0]"

34,16,14900000,232.83915880286676,575257,38966,"[6, 0, 7, 9, 4, 5, 1, 2, 3, 8]"

29,16,15000000,232.6063196440639,575094,38982,"[4, 6, 7, 9, 1, 3, 8, 2, 0, 5]"

25,16,15100000,232.3737133244198,574934,39122,"[7, 4, 9, 0, 8, 3, 6, 1, 2, 5]"

33,16,15200000,232.1413396110954,574775,39010,"[8, 9, 3, 7, 5, 4, 0, 1, 2, 6]"

25,16,15300000,231.90919827148429,574614,38987,"[8, 4, 7, 5, 9, 0, 6, 3, 1, 2]"

35,16,15400000,231.6772890732128,574455,39010,"[6, 2, 4, 0, 8, 9, 5, 7, 3, 1]"

27,16,15500000,231.44561178413957,574299,38951,"[7, 3, 0, 8, 5, 4, 1, 6, 9, 2]"

29,16,15600000,231.21416617235542,574142,38983,"[6, 8, 5, 3, 1, 2, 7, 4, 0, 9]"

28,16,15700000,230.98295200618307,573985,38965,"[0, 1, 5, 6, 4, 7, 9, 3, 2, 8]"

35,16,15800000,230.7519690541769,573825,38800,"[3, 4, 1, 0, 8, 7, 9, 2, 5, 6]"

37,16,15900000,230.52121708512271,573671,38801,"[8, 7, 0, 1, 9, 5, 2, 4, 6, 3]"

36,16,16000000,230.2906958680376,573512,39020,"[5, 4, 3, 2, 1, 9, 6, 8, 0, 7]"

33,16,16100000,230.06040517216957,573354,38920,"[7, 2, 1, 9, 4, 6, 0, 5, 8, 3]"

22,16,16200000,229.8303447669974,573193,38962,"[6, 9, 1, 3, 2, 7, 4, 5, 8, 0]"

32,16,16300000,229.6005144222304,573041,38907,"[1, 8, 4, 9, 5, 6, 0, 2, 3, 7]"

36,16,16400000,229.37091390780816,572881,38864,"[2, 7, 3, 6, 0, 8, 1, 9, 5, 4]"

38,16,16500000,229.14154299390034,572725,38927,"[9, 5, 1, 2, 4, 8, 3, 6, 0, 7]"

33,16,16600000,228.91240145090646,572568,38931,"[2, 8, 4, 6, 5, 0, 9, 7, 1, 3]"

28,16,16700000,228.68348904945555,572410,38810,"[8, 0, 1, 3, 9, 4, 2, 6, 5, 7]"

25,16,16800000,228.4548055604061,572253,38827,"[4, 7, 8, 5, 2, 1, 0, 6, 9, 3]"

37,16,16900000,228.2263507548457,572095,38734,"[0, 9, 7, 1, 5, 8, 2, 6, 4, 3]"

