instance,run_type,run,n_jobs,n_tools,magazine_size,variation,n_switches,run_time,author
yan_8_15_10_1,TOOLSEQ-SD,0,8,15,10,1,5,0.957,yan
yan_8_15_10_1,TOOLSEQ-SD,1,8,15,10,1,5,1.147,yan
yan_8_15_10_1,TOOLSEQ-SD,3,8,15,10,1,5,1.123,yan
yan_8_15_10_1,TOOLSEQ-SD,2,8,15,10,1,5,1.207,yan
yan_8_15_10_1,TOOLSEQ-SD,4,8,15,10,1,5,1.136,yan
yan_8_15_10_1,ORDERED-SD,4,8,15,10,1,5,1.036,yan
yan_8_15_10_1,ORDERED-SD,0,8,15,10,1,5,0.905,yan
yan_8_15_10_1,ORDERED-SD,1,8,15,10,1,5,1.053,yan
yan_8_15_10_1,ORDERED-SD,3,8,15,10,1,5,1.049,yan
yan_8_15_10_1,ORDERED-SD,2,8,15,10,1,5,1.076,yan
yan_8_15_10_1,RANDOM-SD,4,8,15,10,1,5,1.087,yan
yan_8_15_10_1,RANDOM-SD,2,8,15,10,1,5,1.069,yan
yan_8_15_10_1,RANDOM-SD,3,8,15,10,1,5,1.062,yan
yan_8_15_10_1,RANDOM-SD,1,8,15,10,1,5,1.037,yan
yan_8_15_10_1,RANDOM-SD,0,8,15,10,1,5,0.899,yan
yan_8_15_10_2,TOOLSEQ-SD,0,8,15,10,2,5,1.005,yan
yan_8_15_10_2,TOOLSEQ-SD,1,8,15,10,2,5,1.2,yan
yan_8_15_10_2,TOOLSEQ-SD,3,8,15,10,2,5,1.28,yan
yan_8_15_10_2,TOOLSEQ-SD,2,8,15,10,2,5,1.172,yan
yan_8_15_10_2,TOOLSEQ-SD,4,8,15,10,2,5,1.323,yan
yan_8_15_10_2,ORDERED-SD,4,8,15,10,2,5,1.105,yan
yan_8_15_10_2,ORDERED-SD,0,8,15,10,2,5,0.894,yan
yan_8_15_10_2,ORDERED-SD,1,8,15,10,2,5,1.126,yan
yan_8_15_10_2,ORDERED-SD,3,8,15,10,2,5,1.103,yan
yan_8_15_10_2,ORDERED-SD,2,8,15,10,2,5,1.102,yan
yan_8_15_10_2,RANDOM-SD,4,8,15,10,2,5,1.071,yan
yan_8_15_10_2,RANDOM-SD,2,8,15,10,2,5,1.206,yan
yan_8_15_10_2,RANDOM-SD,3,8,15,10,2,5,1.085,yan
yan_8_15_10_2,RANDOM-SD,1,8,15,10,2,5,1.182,yan
yan_8_15_10_2,RANDOM-SD,0,8,15,10,2,5,0.878,yan
yan_8_15_10_3,TOOLSEQ-SD,0,8,15,10,3,5,1.084,yan
yan_8_15_10_3,TOOLSEQ-SD,1,8,15,10,3,5,1.072,yan
yan_8_15_10_3,TOOLSEQ-SD,3,8,15,10,3,5,1.092,yan
yan_8_15_10_3,TOOLSEQ-SD,2,8,15,10,3,5,1.006,yan
yan_8_15_10_3,TOOLSEQ-SD,4,8,15,10,3,5,1.003,yan
yan_8_15_10_3,ORDERED-SD,4,8,15,10,3,5,1.081,yan
yan_8_15_10_3,ORDERED-SD,0,8,15,10,3,5,0.989,yan
yan_8_15_10_3,ORDERED-SD,1,8,15,10,3,5,1.055,yan
yan_8_15_10_3,ORDERED-SD,3,8,15,10,3,5,1.036,yan
yan_8_15_10_3,ORDERED-SD,2,8,15,10,3,5,1.006,yan
yan_8_15_10_3,RANDOM-SD,4,8,15,10,3,5,1.043,yan
yan_8_15_10_3,RANDOM-SD,2,8,15,10,3,5,1.07,yan
yan_8_15_10_3,RANDOM-SD,3,8,15,10,3,5,1.012,yan
yan_8_15_10_3,RANDOM-SD,1,8,15,10,3,5,0.989,yan
yan_8_15_10_3,RANDOM-SD,0,8,15,10,3,5,0.957,yan
yan_8_15_10_4,TOOLSEQ-SD,0,8,15,10,4,5,0.993,yan
yan_8_15_10_4,TOOLSEQ-SD,1,8,15,10,4,5,1.183,yan
yan_8_15_10_4,TOOLSEQ-SD,3,8,15,10,4,5,1.13,yan
yan_8_15_10_4,TOOLSEQ-SD,2,8,15,10,4,5,1.189,yan
yan_8_15_10_4,TOOLSEQ-SD,4,8,15,10,4,5,1.155,yan
yan_8_15_10_4,ORDERED-SD,4,8,15,10,4,5,1.063,yan
yan_8_15_10_4,ORDERED-SD,0,8,15,10,4,5,0.949,yan
yan_8_15_10_4,ORDERED-SD,1,8,15,10,4,5,0.953,yan
yan_8_15_10_4,ORDERED-SD,3,8,15,10,4,5,1.075,yan
yan_8_15_10_4,ORDERED-SD,2,8,15,10,4,5,0.994,yan
yan_8_15_10_4,RANDOM-SD,4,8,15,10,4,5,1.002,yan
yan_8_15_10_4,RANDOM-SD,2,8,15,10,4,5,1.068,yan
yan_8_15_10_4,RANDOM-SD,3,8,15,10,4,5,0.967,yan
yan_8_15_10_4,RANDOM-SD,1,8,15,10,4,5,1.025,yan
yan_8_15_10_4,RANDOM-SD,0,8,15,10,4,5,0.969,yan
yan_8_15_10_5,TOOLSEQ-SD,0,8,15,10,5,5,1.045,yan
yan_8_15_10_5,TOOLSEQ-SD,1,8,15,10,5,5,1.247,yan
yan_8_15_10_5,TOOLSEQ-SD,3,8,15,10,5,5,1.148,yan
yan_8_15_10_5,TOOLSEQ-SD,2,8,15,10,5,5,1.138,yan
yan_8_15_10_5,TOOLSEQ-SD,4,8,15,10,5,5,1.077,yan
yan_8_15_10_5,ORDERED-SD,4,8,15,10,5,5,1.197,yan
yan_8_15_10_5,ORDERED-SD,0,8,15,10,5,5,0.865,yan
yan_8_15_10_5,ORDERED-SD,1,8,15,10,5,5,1.184,yan
yan_8_15_10_5,ORDERED-SD,3,8,15,10,5,5,1.158,yan
yan_8_15_10_5,ORDERED-SD,2,8,15,10,5,5,1.137,yan
yan_8_15_10_5,RANDOM-SD,4,8,15,10,5,5,1.216,yan
yan_8_15_10_5,RANDOM-SD,2,8,15,10,5,5,1.082,yan
yan_8_15_10_5,RANDOM-SD,3,8,15,10,5,5,1.309,yan
yan_8_15_10_5,RANDOM-SD,1,8,15,10,5,5,1.205,yan
yan_8_15_10_5,RANDOM-SD,0,8,15,10,5,5,0.951,yan
yan_8_15_10_6,TOOLSEQ-SD,0,8,15,10,6,5,1.058,yan
yan_8_15_10_6,TOOLSEQ-SD,1,8,15,10,6,5,1.124,yan
yan_8_15_10_6,TOOLSEQ-SD,3,8,15,10,6,5,1.066,yan
yan_8_15_10_6,TOOLSEQ-SD,2,8,15,10,6,5,1.155,yan
yan_8_15_10_6,TOOLSEQ-SD,4,8,15,10,6,5,1.018,yan
yan_8_15_10_6,ORDERED-SD,4,8,15,10,6,5,0.995,yan
yan_8_15_10_6,ORDERED-SD,0,8,15,10,6,5,1.002,yan
yan_8_15_10_6,ORDERED-SD,1,8,15,10,6,5,1.05,yan
yan_8_15_10_6,ORDERED-SD,3,8,15,10,6,5,1.076,yan
yan_8_15_10_6,ORDERED-SD,2,8,15,10,6,5,1.039,yan
yan_8_15_10_6,RANDOM-SD,4,8,15,10,6,5,1.147,yan
yan_8_15_10_6,RANDOM-SD,2,8,15,10,6,5,1.128,yan
yan_8_15_10_6,RANDOM-SD,3,8,15,10,6,5,1.082,yan
yan_8_15_10_6,RANDOM-SD,1,8,15,10,6,5,1.104,yan
yan_8_15_10_6,RANDOM-SD,0,8,15,10,6,5,1.049,yan
yan_8_15_10_7,TOOLSEQ-SD,0,8,15,10,7,5,1.086,yan
yan_8_15_10_7,TOOLSEQ-SD,1,8,15,10,7,5,1.048,yan
yan_8_15_10_7,TOOLSEQ-SD,3,8,15,10,7,5,1.135,yan
yan_8_15_10_7,TOOLSEQ-SD,2,8,15,10,7,5,1.012,yan
yan_8_15_10_7,TOOLSEQ-SD,4,8,15,10,7,5,1.084,yan
yan_8_15_10_7,ORDERED-SD,4,8,15,10,7,5,1.015,yan
yan_8_15_10_7,ORDERED-SD,0,8,15,10,7,5,1.008,yan
yan_8_15_10_7,ORDERED-SD,1,8,15,10,7,5,0.986,yan
yan_8_15_10_7,ORDERED-SD,3,8,15,10,7,5,0.95,yan
yan_8_15_10_7,ORDERED-SD,2,8,15,10,7,5,0.952,yan
yan_8_15_10_7,RANDOM-SD,4,8,15,10,7,5,1.049,yan
yan_8_15_10_7,RANDOM-SD,2,8,15,10,7,5,0.966,yan
yan_8_15_10_7,RANDOM-SD,3,8,15,10,7,5,1.024,yan
yan_8_15_10_7,RANDOM-SD,1,8,15,10,7,5,0.971,yan
yan_8_15_10_7,RANDOM-SD,0,8,15,10,7,5,0.967,yan
yan_8_15_10_8,TOOLSEQ-SD,0,8,15,10,8,5,1.094,yan
yan_8_15_10_8,TOOLSEQ-SD,1,8,15,10,8,5,1.118,yan
yan_8_15_10_8,TOOLSEQ-SD,3,8,15,10,8,5,1.136,yan
yan_8_15_10_8,TOOLSEQ-SD,2,8,15,10,8,5,1.102,yan
yan_8_15_10_8,TOOLSEQ-SD,4,8,15,10,8,5,1.121,yan
yan_8_15_10_8,ORDERED-SD,4,8,15,10,8,5,1.055,yan
yan_8_15_10_8,ORDERED-SD,0,8,15,10,8,5,1.014,yan
yan_8_15_10_8,ORDERED-SD,1,8,15,10,8,5,1.062,yan
yan_8_15_10_8,ORDERED-SD,3,8,15,10,8,5,1.032,yan
yan_8_15_10_8,ORDERED-SD,2,8,15,10,8,5,1.012,yan
yan_8_15_10_8,RANDOM-SD,4,8,15,10,8,5,1.097,yan
yan_8_15_10_8,RANDOM-SD,2,8,15,10,8,5,1.012,yan
yan_8_15_10_8,RANDOM-SD,3,8,15,10,8,5,1.05,yan
yan_8_15_10_8,RANDOM-SD,1,8,15,10,8,5,1.029,yan
yan_8_15_10_8,RANDOM-SD,0,8,15,10,8,5,1.034,yan
yan_8_15_10_9,TOOLSEQ-SD,0,8,15,10,9,5,1.29,yan
yan_8_15_10_9,TOOLSEQ-SD,1,8,15,10,9,5,1.131,yan
yan_8_15_10_9,TOOLSEQ-SD,3,8,15,10,9,5,1.034,yan
yan_8_15_10_9,TOOLSEQ-SD,2,8,15,10,9,5,1.141,yan
yan_8_15_10_9,TOOLSEQ-SD,4,8,15,10,9,5,1.084,yan
yan_8_15_10_9,ORDERED-SD,4,8,15,10,9,5,1.055,yan
yan_8_15_10_9,ORDERED-SD,0,8,15,10,9,5,1.265,yan
yan_8_15_10_9,ORDERED-SD,1,8,15,10,9,5,1.006,yan
yan_8_15_10_9,ORDERED-SD,3,8,15,10,9,5,1.035,yan
yan_8_15_10_9,ORDERED-SD,2,8,15,10,9,5,1.001,yan
yan_8_15_10_9,RANDOM-SD,4,8,15,10,9,5,1.03,yan
yan_8_15_10_9,RANDOM-SD,2,8,15,10,9,5,1.01,yan
yan_8_15_10_9,RANDOM-SD,3,8,15,10,9,5,1.014,yan
yan_8_15_10_9,RANDOM-SD,1,8,15,10,9,5,1.02,yan
yan_8_15_10_9,RANDOM-SD,0,8,15,10,9,5,1.157,yan
yan_8_15_10_10,TOOLSEQ-SD,0,8,15,10,10,5,1.364,yan
yan_8_15_10_10,TOOLSEQ-SD,1,8,15,10,10,5,1.124,yan
yan_8_15_10_10,TOOLSEQ-SD,3,8,15,10,10,5,1.101,yan
yan_8_15_10_10,TOOLSEQ-SD,2,8,15,10,10,5,1.099,yan
yan_8_15_10_10,TOOLSEQ-SD,4,8,15,10,10,5,1.098,yan
yan_8_15_10_10,ORDERED-SD,4,8,15,10,10,5,1.035,yan
yan_8_15_10_10,ORDERED-SD,0,8,15,10,10,5,1.081,yan
yan_8_15_10_10,ORDERED-SD,1,8,15,10,10,5,1.066,yan
yan_8_15_10_10,ORDERED-SD,3,8,15,10,10,5,1.082,yan
yan_8_15_10_10,ORDERED-SD,2,8,15,10,10,5,1.083,yan
yan_8_15_10_10,RANDOM-SD,4,8,15,10,10,5,1.064,yan
yan_8_15_10_10,RANDOM-SD,2,8,15,10,10,5,1.056,yan
yan_8_15_10_10,RANDOM-SD,3,8,15,10,10,5,1.003,yan
yan_8_15_10_10,RANDOM-SD,1,8,15,10,10,5,1.069,yan
yan_8_15_10_10,RANDOM-SD,0,8,15,10,10,5,1.046,yan
yan_8_15_10_11,TOOLSEQ-SD,0,8,15,10,11,8,1.457,yan
yan_8_15_10_11,TOOLSEQ-SD,1,8,15,10,11,8,1.133,yan
yan_8_15_10_11,TOOLSEQ-SD,3,8,15,10,11,8,1.152,yan
yan_8_15_10_11,TOOLSEQ-SD,2,8,15,10,11,8,1.144,yan
yan_8_15_10_11,TOOLSEQ-SD,4,8,15,10,11,8,1.123,yan
yan_8_15_10_11,ORDERED-SD,4,8,15,10,11,11,1.129,yan
yan_8_15_10_11,ORDERED-SD,0,8,15,10,11,11,1.305,yan
yan_8_15_10_11,ORDERED-SD,1,8,15,10,11,11,1.046,yan
yan_8_15_10_11,ORDERED-SD,3,8,15,10,11,11,1.106,yan
yan_8_15_10_11,ORDERED-SD,2,8,15,10,11,11,1.032,yan
yan_8_15_10_11,RANDOM-SD,4,8,15,10,11,8,1.149,yan
yan_8_15_10_11,RANDOM-SD,2,8,15,10,11,8,1.084,yan
yan_8_15_10_11,RANDOM-SD,3,8,15,10,11,8,1.063,yan
yan_8_15_10_11,RANDOM-SD,1,8,15,10,11,8,1.124,yan
yan_8_15_10_11,RANDOM-SD,0,8,15,10,11,8,1.285,yan
yan_8_15_10_12,TOOLSEQ-SD,0,8,15,10,12,7,1.419,yan
yan_8_15_10_12,TOOLSEQ-SD,1,8,15,10,12,7,1.095,yan
yan_8_15_10_12,TOOLSEQ-SD,3,8,15,10,12,7,1.127,yan
yan_8_15_10_12,TOOLSEQ-SD,2,8,15,10,12,7,1.128,yan
yan_8_15_10_12,TOOLSEQ-SD,4,8,15,10,12,7,1.13,yan
yan_8_15_10_12,ORDERED-SD,4,8,15,10,12,8,1.068,yan
yan_8_15_10_12,ORDERED-SD,0,8,15,10,12,8,1.326,yan
yan_8_15_10_12,ORDERED-SD,1,8,15,10,12,8,1.019,yan
yan_8_15_10_12,ORDERED-SD,3,8,15,10,12,8,1.097,yan
yan_8_15_10_12,ORDERED-SD,2,8,15,10,12,8,1.048,yan
yan_8_15_10_12,RANDOM-SD,4,8,15,10,12,7,1.128,yan
yan_8_15_10_12,RANDOM-SD,2,8,15,10,12,7,1.082,yan
yan_8_15_10_12,RANDOM-SD,3,8,15,10,12,7,1.127,yan
yan_8_15_10_12,RANDOM-SD,1,8,15,10,12,7,1.049,yan
yan_8_15_10_12,RANDOM-SD,0,8,15,10,12,7,1.373,yan
yan_8_15_10_13,TOOLSEQ-SD,0,8,15,10,13,6,1.505,yan
yan_8_15_10_13,TOOLSEQ-SD,1,8,15,10,13,6,1.186,yan
yan_8_15_10_13,TOOLSEQ-SD,3,8,15,10,13,6,1.17,yan
yan_8_15_10_13,TOOLSEQ-SD,2,8,15,10,13,6,1.178,yan
yan_8_15_10_13,TOOLSEQ-SD,4,8,15,10,13,6,1.129,yan
yan_8_15_10_13,ORDERED-SD,4,8,15,10,13,7,1.087,yan
yan_8_15_10_13,ORDERED-SD,0,8,15,10,13,7,1.423,yan
yan_8_15_10_13,ORDERED-SD,1,8,15,10,13,7,1.11,yan
yan_8_15_10_13,ORDERED-SD,3,8,15,10,13,7,1.083,yan
yan_8_15_10_13,ORDERED-SD,2,8,15,10,13,7,1.027,yan
yan_8_15_10_13,RANDOM-SD,4,8,15,10,13,8,1.033,yan
yan_8_15_10_13,RANDOM-SD,2,8,15,10,13,8,1.125,yan
yan_8_15_10_13,RANDOM-SD,3,8,15,10,13,8,1.073,yan
yan_8_15_10_13,RANDOM-SD,1,8,15,10,13,8,1.0,yan
yan_8_15_10_13,RANDOM-SD,0,8,15,10,13,8,1.365,yan
yan_8_15_10_14,TOOLSEQ-SD,0,8,15,10,14,8,1.251,yan
yan_8_15_10_14,TOOLSEQ-SD,1,8,15,10,14,8,1.184,yan
yan_8_15_10_14,TOOLSEQ-SD,3,8,15,10,14,8,1.153,yan
yan_8_15_10_14,TOOLSEQ-SD,2,8,15,10,14,8,1.166,yan
yan_8_15_10_14,TOOLSEQ-SD,4,8,15,10,14,8,1.145,yan
yan_8_15_10_14,ORDERED-SD,4,8,15,10,14,8,1.11,yan
yan_8_15_10_14,ORDERED-SD,0,8,15,10,14,8,1.21,yan
yan_8_15_10_14,ORDERED-SD,1,8,15,10,14,8,1.099,yan
yan_8_15_10_14,ORDERED-SD,3,8,15,10,14,8,1.119,yan
yan_8_15_10_14,ORDERED-SD,2,8,15,10,14,8,1.094,yan
yan_8_15_10_14,RANDOM-SD,4,8,15,10,14,8,1.091,yan
yan_8_15_10_14,RANDOM-SD,2,8,15,10,14,8,1.062,yan
yan_8_15_10_14,RANDOM-SD,3,8,15,10,14,8,1.108,yan
yan_8_15_10_14,RANDOM-SD,1,8,15,10,14,8,1.02,yan
yan_8_15_10_14,RANDOM-SD,0,8,15,10,14,8,1.36,yan
yan_8_15_10_15,TOOLSEQ-SD,0,8,15,10,15,5,1.254,yan
yan_8_15_10_15,TOOLSEQ-SD,1,8,15,10,15,5,1.171,yan
yan_8_15_10_15,TOOLSEQ-SD,3,8,15,10,15,5,1.189,yan
yan_8_15_10_15,TOOLSEQ-SD,2,8,15,10,15,5,1.182,yan
yan_8_15_10_15,TOOLSEQ-SD,4,8,15,10,15,5,1.118,yan
yan_8_15_10_15,ORDERED-SD,4,8,15,10,15,5,1.085,yan
yan_8_15_10_15,ORDERED-SD,0,8,15,10,15,5,1.221,yan
yan_8_15_10_15,ORDERED-SD,1,8,15,10,15,5,1.12,yan
yan_8_15_10_15,ORDERED-SD,3,8,15,10,15,5,1.12,yan
yan_8_15_10_15,ORDERED-SD,2,8,15,10,15,5,1.12,yan
yan_8_15_10_15,RANDOM-SD,4,8,15,10,15,5,1.106,yan
yan_8_15_10_15,RANDOM-SD,2,8,15,10,15,5,1.054,yan
yan_8_15_10_15,RANDOM-SD,3,8,15,10,15,5,1.086,yan
yan_8_15_10_15,RANDOM-SD,1,8,15,10,15,5,1.064,yan
yan_8_15_10_15,RANDOM-SD,0,8,15,10,15,5,1.157,yan
yan_8_15_10_16,TOOLSEQ-SD,0,8,15,10,16,11,1.43,yan
yan_8_15_10_16,TOOLSEQ-SD,1,8,15,10,16,11,1.528,yan
yan_8_15_10_16,TOOLSEQ-SD,3,8,15,10,16,11,1.677,yan
yan_8_15_10_16,TOOLSEQ-SD,2,8,15,10,16,11,1.629,yan
yan_8_15_10_16,TOOLSEQ-SD,4,8,15,10,16,11,1.682,yan
yan_8_15_10_16,ORDERED-SD,4,8,15,10,16,12,1.358,yan
yan_8_15_10_16,ORDERED-SD,0,8,15,10,16,12,1.251,yan
yan_8_15_10_16,ORDERED-SD,1,8,15,10,16,12,1.264,yan
yan_8_15_10_16,ORDERED-SD,3,8,15,10,16,12,1.224,yan
yan_8_15_10_16,ORDERED-SD,2,8,15,10,16,12,1.193,yan
yan_8_15_10_16,RANDOM-SD,4,8,15,10,16,10,1.199,yan
yan_8_15_10_16,RANDOM-SD,2,8,15,10,16,10,1.127,yan
yan_8_15_10_16,RANDOM-SD,3,8,15,10,16,10,1.175,yan
yan_8_15_10_16,RANDOM-SD,1,8,15,10,16,10,1.094,yan
yan_8_15_10_16,RANDOM-SD,0,8,15,10,16,10,1.366,yan
yan_8_15_10_17,TOOLSEQ-SD,0,8,15,10,17,9,1.401,yan
yan_8_15_10_17,TOOLSEQ-SD,1,8,15,10,17,9,1.209,yan
yan_8_15_10_17,TOOLSEQ-SD,3,8,15,10,17,9,1.245,yan
yan_8_15_10_17,TOOLSEQ-SD,2,8,15,10,17,9,1.222,yan
yan_8_15_10_17,TOOLSEQ-SD,4,8,15,10,17,9,1.174,yan
yan_8_15_10_17,ORDERED-SD,4,8,15,10,17,11,1.219,yan
yan_8_15_10_17,ORDERED-SD,0,8,15,10,17,11,1.413,yan
yan_8_15_10_17,ORDERED-SD,1,8,15,10,17,11,1.255,yan
yan_8_15_10_17,ORDERED-SD,3,8,15,10,17,11,1.261,yan
yan_8_15_10_17,ORDERED-SD,2,8,15,10,17,11,1.248,yan
yan_8_15_10_17,RANDOM-SD,4,8,15,10,17,11,1.387,yan
yan_8_15_10_17,RANDOM-SD,2,8,15,10,17,11,1.481,yan
yan_8_15_10_17,RANDOM-SD,3,8,15,10,17,11,1.46,yan
yan_8_15_10_17,RANDOM-SD,1,8,15,10,17,11,1.588,yan
yan_8_15_10_17,RANDOM-SD,0,8,15,10,17,11,1.373,yan
yan_8_15_10_18,TOOLSEQ-SD,0,8,15,10,18,6,1.47,yan
yan_8_15_10_18,TOOLSEQ-SD,1,8,15,10,18,6,1.148,yan
yan_8_15_10_18,TOOLSEQ-SD,3,8,15,10,18,6,1.162,yan
yan_8_15_10_18,TOOLSEQ-SD,2,8,15,10,18,6,1.156,yan
yan_8_15_10_18,TOOLSEQ-SD,4,8,15,10,18,6,1.173,yan
yan_8_15_10_18,ORDERED-SD,4,8,15,10,18,7,1.127,yan
yan_8_15_10_18,ORDERED-SD,0,8,15,10,18,7,1.295,yan
yan_8_15_10_18,ORDERED-SD,1,8,15,10,18,7,1.125,yan
yan_8_15_10_18,ORDERED-SD,3,8,15,10,18,7,1.16,yan
yan_8_15_10_18,ORDERED-SD,2,8,15,10,18,7,1.137,yan
yan_8_15_10_18,RANDOM-SD,4,8,15,10,18,9,1.079,yan
yan_8_15_10_18,RANDOM-SD,2,8,15,10,18,9,1.112,yan
yan_8_15_10_18,RANDOM-SD,3,8,15,10,18,9,1.087,yan
yan_8_15_10_18,RANDOM-SD,1,8,15,10,18,9,1.133,yan
yan_8_15_10_18,RANDOM-SD,0,8,15,10,18,9,1.382,yan
yan_8_15_10_19,TOOLSEQ-SD,0,8,15,10,19,6,1.141,yan
